1435,1450

1435,1450

1435,1450

1435,1450

1435,1450

1435,1450

1435,1450

1435,1450

1435,1450

1435,1450

1435,1450

1435,1450

1436,1450

1431,1450

1420,1450

1414,1450

1400,1450

1391,1450

1381,1450

1367,1450

1349,1450

1333,1450

1323,1450

1325,1450

1354,1450

1380,1450

1410,1450

1431,1450

1449,1450

1461,1450

1477,1450

1492,1450

1504,1450

1514,1450

1523,1450

1528,1450

1531,1450

1524,1450

1508,1450

1476,1450

1420,1450

1354,1450

1317,1450

1302,1450

1299,1450

1300,1450

1303,1450

1306,1450

1307,1450

1308,1450

1309,1450

1310,1450

1310,1450

1310,1450

1310,1450

1310,1450

1310,1450

1310,1450

1322,1450

1357,1450

1395,1450

1422,1450

1450,1450

1464,1450

1477,1450

1481,1450

1486,1450

1490,1450

1493,1450

1495,1450

1496,1450

1497,1450

1497,1450

1497,1450

1490,1450

1464,1450

1450,1450

1446,1450

1450,1450

1452,1450

1453,1450

1453,1450

1453,1450

1455,1450

1465,1450

1427,1450

1369,1450

1328,1450

1310,1450

1301,1450

1298,1450

1299,1450

1328,1450

1387,1450

1426,1450

1452,1450

1467,1450

1478,1450

1487,1450

1496,1450

1506,1450

1511,1450

1502,1450

1487,1450

1472,1450

1447,1450

1405,1450

1367,1450

1317,1450

1298,1450

1293,1450

1292,1450

1294,1450

1296,1450

1297,1450

1298,1450

1299,1450

1299,1450

1300,1450

1300,1450

1300,1450

1300,1450

1324,1450

1385,1450

1427,1450

1466,1450

1479,1450

1485,1450

1487,1450

1488,1450

1489,1450

1490,1450

1453,1450

1405,1450

1341,1450

1313,1450

1293,1450

1291,1450

1291,1450

1293,1450

1296,1450

1297,1450

1298,1450

1299,1450

1300,1450

1315,1450

1386,1450

1447,1450

1482,1450

1500,1450

1511,1450

1516,1450

1518,1450

1521,1450

1522,1450

1524,1450

1524,1450

1523,1450

1515,1450

1503,1450

1489,1450

1480,1450

1474,1450

1469,1450

1464,1450

1460,1450

1458,1450

1457,1450

1457,1450

1458,1450

1459,1450

1459,1450

1460,1450

1461,1450

1462,1450

1462,1450

1457,1450

1407,1450

1345,1450

1325,1450

1311,1450

1334,1450

1400,1450

1432,1450

1466,1450

1476,1450

1483,1450

1486,1450

1487,1450

1439,1450

1363,1450

1313,1450

1299,1450

1292,1450

1292,1450

1294,1450

1295,1450

1297,1450

1298,1450

1299,1450

1300,1450

1300,1450

1300,1450

1300,1450

1300,1450

1300,1450

1300,1450

1299,1450

1299,1450

1299,1450

1299,1450

1298,1450

1298,1450

1298,1450

1298,1450

1298,1450

1298,1450

1297,1450

1297,1450

1297,1450

1297,1450

1297,1450

1296,1450

1296,1450

1296,1450

1296,1450

1296,1450

1296,1450

1296,1450

1295,1450

1295,1450

1295,1450

1295,1450

1295,1450

1295,1450

1295,1450

1295,1450

1294,1450

1294,1450

1294,1450

1294,1450

1294,1450

1294,1450

1294,1450

1294,1450

1294,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1293,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1292,1450

1291,1450

1291,1450

1291,1450

1291,1450

1291,1450

1292,1450

